Number of Tool Switches: 25 

Time elapsed: 0.051866 
Tool Sequence:
      2J  6J  5J  3J  7J  8J  4J  1J
  1T   1   1   0   0   0   0   0   0
  2T   0   0   0   0   0   0   1   1
  3T   0   0   0   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   0   0   0   0   0   0
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   0   0   0   1
  9T   0   0   0   0   0   0   0   1
 10T   0   0   0   1   1   0   0   0
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   0   1   1   0
 13T   0   0   0   0   1   0   0   0
 14T   1   1   1   0   0   0   0   0
 15T   0   0   0   0   0   0   0   1
 16T   0   0   0   0   0   0   0   1
 17T   1   1   0   0   0   0   0   0
 18T   0   0   0   1   1   0   0   0
 19T   0   0   0   0   0   1   1   0
 20T   1   1   1   1   0   0   0   0
 21T   0   0   1   0   0   0   0   0
 22T   0   0   0   0   0   1   1   0
 23T   0   0   1   1   1   1   1   0
 24T   1   1   1   1   1   1   0   0
 25T   0   0   1   0   0   0   0   0
