Number of Tool Switches: 16 

Time elapsed: 0.059523 
Tool Sequence:
      1J  2J  5J  8J  3J  6J  4J  7J
  1T   1   1   1   0   0   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   1   1   1   1   1   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   0   0   1   1   1   0   0   0
  6T   1   1   1   1   1   1   1   1
  7T   1   1   0   0   0   0   0   0
  8T   0   0   0   0   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   0   0   0   0   0   1   0   0
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   0   0   0   0
 15T   0   0   0   0   0   0   1   1
