Number of Tool Switches: 18 

Time elapsed: 0.053446 
Tool Sequence:
      1J  4J  6J  8J  3J  7J  5J  2J
  1T   0   0   0   1   1   0   1   1
  2T   0   0   0   1   0   0   1   1
  3T   1   1   1   0   0   0   0   0
  4T   0   0   0   0   0   1   1   1
  5T   0   0   0   0   1   0   0   0
  6T   0   0   1   1   0   0   1   1
  7T   1   1   1   0   0   0   0   0
  8T   0   0   0   0   0   1   0   0
  9T   1   1   1   1   1   1   0   0
 10T   0   0   0   0   0   0   0   1
 11T   0   0   0   0   1   0   0   0
 12T   1   1   0   0   0   0   0   0
 13T   0   0   0   0   0   1   1   0
 14T   1   1   0   0   0   0   0   0
 15T   0   0   1   1   1   1   0   0
