Number of Tool Switches: 25 

Time elapsed: 0.073058 
Tool Sequence:
      4J  7J  2J  5J  8J  3J  6J  1J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   1   1   1   1   1   0   0
  8T   1   1   1   1   1   0   0   0
  9T   1   1   1   1   1   1   0   0
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   0   0   0   0
 12T   1   1   1   1   0   0   0   0
 13T   1   1   1   1   1   1   0   0
 14T   0   0   0   0   1   1   1   1
 15T   1   1   1   1   0   0   0   0
 16T   0   0   0   0   0   1   1   1
 17T   0   0   0   0   1   1   1   1
 18T   0   0   0   0   0   0   1   1
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   0   0   0   1   1
 21T   0   0   0   0   1   1   1   1
 22T   1   1   1   1   1   1   0   0
 23T   1   1   1   1   1   1   1   0
 24T   0   0   0   0   0   0   0   1
 25T   0   0   0   0   0   0   1   0
