Number of Tool Switches: 18 

Time elapsed: 0.065547 
Tool Sequence:
      8J  5J  6J  1J  4J  7J  2J  3J
  1T   0   0   0   1   1   1   1   1
  2T   1   1   1   1   0   0   0   0
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   0   1   1
  5T   0   0   1   1   1   1   1   1
  6T   1   1   0   0   1   1   1   1
  7T   0   1   1   1   1   0   0   0
  8T   1   0   0   0   0   0   0   0
  9T   0   0   0   1   1   1   1   1
 10T   1   1   1   0   0   1   1   1
 11T   1   1   1   1   0   0   0   0
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   0   1   1   0   0
