Number of Tool Switches: 36 

Time elapsed: 0.116618 
Tool Sequence:
      4J  7J  1J  3J  5J  8J  2J  6J
  1T   0   1   1   1   1   1   1   1
  2T   0   0   0   0   1   1   1   1
  3T   0   0   1   0   0   1   1   0
  4T   0   0   0   1   1   1   1   1
  5T   1   1   1   1   0   0   0   0
  6T   1   1   1   0   0   0   0   1
  7T   0   1   1   1   1   1   1   0
  8T   0   0   0   0   1   1   1   0
  9T   1   1   1   1   1   1   1   1
 10T   1   0   0   1   1   1   1   1
 11T   1   1   1   1   1   0   0   1
 12T   1   1   1   1   1   1   1   1
 13T   1   0   0   1   0   0   0   0
 14T   1   0   0   0   1   1   1   1
 15T   0   1   1   1   1   0   0   0
 16T   1   1   1   1   1   0   0   0
 17T   1   1   1   1   1   1   0   0
 18T   1   1   0   0   0   1   1   1
 19T   0   0   1   1   1   1   1   1
 20T   1   1   0   0   0   0   1   1
 21T   1   1   0   0   0   0   0   0
 22T   1   1   1   1   1   1   0   1
 23T   0   0   1   1   0   1   1   0
 24T   0   0   0   0   0   0   0   1
 25T   1   1   1   0   0   0   1   1
