Number of Tool Switches: 27 

Time elapsed: 0.082046 
Tool Sequence:
      3J  1J  5J  6J  7J  8J  2J  4J
  1T   1   1   1   1   1   1   1   1
  2T   1   0   0   1   1   0   0   0
  3T   1   1   1   0   0   0   0   0
  4T   1   0   0   0   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   0   0   0
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   1   1   1   1   1   1   1
 11T   1   1   1   1   0   1   1   1
 12T   0   0   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   0   0   0   1
 15T   1   1   1   0   0   0   0   1
 16T   1   1   0   0   1   1   1   1
 17T   0   1   1   1   1   1   1   0
 18T   0   0   0   0   0   1   1   1
 19T   0   0   1   1   1   1   1   1
 20T   1   1   0   1   1   1   1   1
