Number of Tool Switches: 15 

Time elapsed: 0.040005 
Tool Sequence:
      5J  1J  2J  4J  7J  3J  8J  6J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   0   0
  5T   0   0   0   0   0   0   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   1   1
  8T   1   1   1   1   1   1   0   0
  9T   0   0   0   0   0   1   1   1
 10T   1   1   1   1   1   0   0   0
 11T   0   0   0   0   0   1   1   1
 12T   0   0   0   0   0   0   0   1
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   0   0   0
