Number of Tool Switches: 21 

Time elapsed: 0.096912 
Tool Sequence:
      1J  7J  2J  8J  3J  6J  5J  4J
  1T   0   0   1   1   1   1   1   1
  2T   0   0   0   1   1   0   0   0
  3T   1   1   1   1   1   1   1   0
  4T   0   0   0   0   0   0   0   1
  5T   1   1   1   0   0   0   0   1
  6T   1   1   1   0   0   0   0   0
  7T   0   0   0   0   1   1   1   0
  8T   0   0   0   0   0   0   1   0
  9T   1   1   0   0   0   0   0   0
 10T   0   0   0   1   1   1   1   1
 11T   1   1   1   1   1   1   0   0
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   0   1   1   1
 15T   1   1   1   1   0   0   0   0
 16T   0   0   0   1   1   1   1   1
 17T   0   0   0   0   0   0   0   1
 18T   0   0   0   0   0   0   0   1
 19T   1   1   1   1   1   1   1   0
 20T   1   1   1   0   0   0   0   0
