Number of Tool Switches: 36 

Time elapsed: 0.114415 
Tool Sequence:
      6J  8J  2J  1J  7J  4J  3J  5J
  1T   1   1   1   0   0   1   1   1
  2T   1   1   0   0   0   0   0   1
  3T   0   1   1   1   0   0   0   0
  4T   1   1   1   1   0   0   0   1
  5T   0   1   1   1   1   1   1   1
  6T   0   0   0   0   1   0   0   0
  7T   1   1   1   1   1   0   0   0
  8T   0   0   1   1   1   1   1   1
  9T   0   0   0   1   1   1   1   0
 10T   0   0   0   1   1   1   1   1
 11T   1   0   0   0   1   1   1   0
 12T   1   0   0   0   0   0   1   1
 13T   1   1   0   0   0   0   0   0
 14T   1   1   1   0   0   1   1   1
 15T   1   0   1   1   1   0   0   1
 16T   0   0   0   0   0   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   0   0   1   1   1   0   0
 19T   0   1   1   1   1   1   1   0
 20T   0   1   1   1   1   1   0   0
 21T   1   1   1   0   0   0   1   1
 22T   1   1   1   1   0   0   0   1
 23T   0   0   0   0   1   1   1   1
 24T   1   1   1   1   1   1   1   0
 25T   1   1   1   1   1   1   1   1
