Number of Tool Switches: 25 

Time elapsed: 0.079892 
Tool Sequence:
      3J  1J  7J  6J  8J  2J  4J  5J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   0   0   1   1
  9T   1   1   1   1   1   0   0   0
 10T   1   1   1   1   0   0   0   0
 11T   1   1   1   0   0   0   0   0
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   1
 21T   1   1   1   1   1   1   1   1
 22T   1   1   1   1   1   1   1   1
 23T   1   1   1   1   0   0   0   0
 24T   1   1   1   1   1   1   1   1
 25T   0   0   0   1   1   1   0   0
