Number of Tool Switches: 28 

Time elapsed: 0.104301 
Tool Sequence:
      1J  8J  5J  6J  7J  2J  3J  4J
  1T   0   0   0   0   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   0   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   0   0   0   0   0   0
  6T   0   0   0   0   1   1   1   1
  7T   0   0   0   0   0   0   0   1
  8T   0   0   0   0   0   1   1   1
  9T   1   0   0   0   0   0   0   0
 10T   1   0   0   0   0   0   1   1
 11T   1   1   1   1   1   0   0   0
 12T   1   1   1   0   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   0   0   1   1   1   1   1   1
 16T   1   1   1   1   0   0   0   0
 17T   1   1   1   1   0   0   0   0
 18T   1   1   1   0   1   1   1   1
 19T   0   1   0   0   0   0   0   0
 20T   0   0   1   1   1   1   1   1
 21T   0   0   0   1   1   1   1   1
 22T   1   1   1   1   0   0   0   0
 23T   1   1   1   1   1   1   0   0
 24T   0   0   0   1   1   1   1   1
 25T   0   1   1   1   1   1   1   0
