Number of Tool Switches: 25 

Time elapsed: 0.092674 
Tool Sequence:
      5J  6J  4J  2J  7J  3J  8J  1J
  1T   1   1   1   1   0   0   0   0
  2T   0   0   0   0   0   0   1   1
  3T   1   1   0   0   0   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   1   1   1   1   0   0   0   0
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   0   0   0   0
 10T   1   1   1   1   1   1   1   1
 11T   0   0   1   1   1   1   1   1
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   0   0   0   0   0
 14T   1   1   0   0   0   0   0   0
 15T   0   0   0   1   1   1   1   1
 16T   0   0   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   0   0   0   0   0   0   0   1
 20T   0   0   0   0   1   1   1   0
 21T   1   1   1   1   1   1   1   1
 22T   1   1   1   1   1   1   1   0
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   0   0
 25T   0   0   0   0   1   0   0   0
