Number of Tool Switches: 24 

Time elapsed: 0.096429 
Tool Sequence:
      8J  1J  7J  3J  6J  4J  5J  2J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   0   1   1
  3T   0   0   0   1   1   1   0   0
  4T   1   1   1   0   0   0   0   0
  5T   1   1   1   1   1   1   0   0
  6T   1   1   1   1   0   0   0   0
  7T   0   0   0   0   1   1   1   1
  8T   0   0   1   1   0   0   0   1
  9T   0   0   0   0   0   1   0   0
 10T   0   0   0   0   1   1   1   1
 11T   1   1   0   0   0   0   0   0
 12T   0   1   1   1   1   1   1   1
 13T   0   0   1   1   1   1   1   1
 14T   1   0   0   0   0   0   0   1
 15T   0   0   0   0   0   0   1   1
 16T   1   1   1   1   1   1   0   0
 17T   1   1   1   0   0   0   1   0
 18T   1   1   1   1   1   0   0   0
 19T   1   1   0   0   0   0   1   1
 20T   0   0   0   1   1   1   1   0
