Number of Tool Switches: 26 

Time elapsed: 0.101894 
Tool Sequence:
      6J  5J  4J  7J  3J  1J  2J  8J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   0   0   0   0
 12T   1   1   1   1   1   0   0   1
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   0   1   1   1
 15T   1   1   1   1   0   0   0   0
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   1
 21T   0   0   0   0   0   0   1   1
 22T   1   1   1   1   1   1   1   1
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   1   0
 25T   1   1   1   1   1   1   0   0
