Number of Tool Switches: 28 

Time elapsed: 0.081105 
Tool Sequence:
      3J  2J  8J  4J  7J  1J  5J  6J
  1T   0   0   1   1   1   1   1   0
  2T   0   0   1   1   1   0   0   0
  3T   1   1   1   0   0   0   0   0
  4T   1   1   0   0   0   0   0   0
  5T   0   0   0   0   0   0   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   0   0   0   1   1   1   1
  8T   0   0   0   0   1   1   0   0
  9T   1   1   1   1   1   1   1   0
 10T   0   1   1   1   1   1   1   1
 11T   1   1   1   0   0   0   0   1
 12T   1   1   0   0   0   1   1   0
 13T   1   1   1   1   1   1   1   0
 14T   1   0   1   1   1   1   0   1
 15T   0   0   0   1   1   1   1   1
 16T   0   1   1   1   0   0   0   1
 17T   0   1   0   0   0   0   0   0
 18T   1   0   0   0   0   0   0   0
 19T   0   1   1   1   1   1   1   1
 20T   1   0   0   1   0   0   0   1
