Number of Tool Switches: 27 

Time elapsed: 0.122626 
Tool Sequence:
      8J  5J  2J  6J  1J  7J  3J  4J
  1T   0   0   1   0   0   0   0   0
  2T   1   1   1   0   0   0   0   0
  3T   0   0   0   0   0   0   0   1
  4T   0   0   0   0   1   1   1   1
  5T   0   0   0   0   0   1   1   1
  6T   0   0   0   0   0   1   1   0
  7T   0   0   0   0   0   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   1   1   0   0   0
 10T   1   1   1   0   0   0   0   0
 11T   0   0   0   1   1   1   0   0
 12T   1   1   1   1   1   1   0   0
 13T   0   0   0   0   0   1   1   0
 14T   0   0   0   1   0   0   0   0
 15T   0   0   0   0   0   0   1   1
 16T   0   0   0   1   1   0   0   0
 17T   1   1   1   1   1   1   1   1
 18T   0   0   0   1   1   0   0   0
 19T   1   1   0   0   0   0   0   0
 20T   1   1   1   1   0   0   0   0
 21T   0   0   0   0   1   1   1   0
 22T   1   1   1   1   1   0   0   0
 23T   0   0   0   0   0   0   1   1
 24T   1   1   1   0   0   0   0   1
 25T   1   1   1   0   0   0   0   1
