Number of Tool Switches: 29 

Time elapsed: 0.130336 
Tool Sequence:
      7J  5J  1J  2J  4J  8J  3J  6J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   0   0
  3T   0   0   0   0   0   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   1   1   1   1
  6T   0   0   1   1   1   1   1   1
  7T   1   1   0   0   0   0   1   1
  8T   1   1   1   1   1   0   0   0
  9T   1   1   0   0   0   1   1   1
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   0   0   0   0
 12T   1   1   1   1   0   0   0   1
 13T   0   0   0   0   0   0   0   1
 14T   0   0   0   0   1   1   1   1
 15T   1   1   1   1   1   1   0   0
 16T   0   0   1   0   0   0   0   0
 17T   1   1   1   1   1   1   1   0
 18T   1   1   1   1   1   1   1   1
 19T   0   0   0   1   1   0   0   0
 20T   0   0   0   0   1   1   1   1
 21T   1   1   1   1   1   0   0   1
 22T   0   0   0   0   0   0   1   1
 23T   1   1   1   1   1   1   1   0
 24T   1   1   1   1   1   1   1   0
 25T   1   1   1   1   0   0   0   0
