Number of Tool Switches: 35 

Time elapsed: 0.119625 
Tool Sequence:
      4J  8J  6J  1J  2J  7J  3J  5J
  1T   0   0   1   1   1   1   1   1
  2T   1   1   1   1   1   0   0   0
  3T   1   1   1   0   0   0   0   1
  4T   1   0   0   1   1   1   1   0
  5T   1   0   0   0   0   0   1   1
  6T   1   1   1   1   1   0   0   0
  7T   1   1   1   1   1   0   0   0
  8T   0   0   0   0   1   0   0   0
  9T   1   1   1   0   0   0   1   1
 10T   1   1   0   0   0   1   1   0
 11T   0   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   0   0   1   1   1   1   1
 14T   1   0   0   1   0   0   0   0
 15T   1   1   0   0   0   0   0   1
 16T   0   0   1   1   1   1   0   0
 17T   0   0   0   0   1   1   1   0
 18T   0   1   1   1   1   1   1   1
 19T   0   0   0   0   0   0   0   1
 20T   0   1   1   1   0   1   1   1
 21T   0   0   0   0   0   1   1   1
 22T   0   1   1   1   1   1   1   1
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   1   1
 25T   1   1   1   0   0   1   0   0
