Number of Tool Switches: 26 

Time elapsed: 0.120242 
Tool Sequence:
      7J  6J  4J  8J  5J  2J  3J  1J
  1T   1   1   1   1   1   0   0   0
  2T   1   1   1   0   0   0   1   1
  3T   1   0   0   0   0   0   0   0
  4T   1   1   1   0   0   0   0   0
  5T   0   0   0   0   0   1   1   1
  6T   0   0   0   0   1   1   1   1
  7T   0   0   0   1   1   1   1   1
  8T   1   1   1   1   0   0   0   0
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   0   1   1
 11T   1   0   0   0   0   0   0   0
 12T   0   1   1   1   1   0   0   0
 13T   0   1   1   1   1   1   1   1
 14T   0   0   0   0   0   1   1   1
 15T   1   1   0   0   0   0   0   0
 16T   0   0   1   1   1   1   1   1
 17T   1   1   1   1   1   1   0   0
 18T   1   1   1   1   1   1   0   0
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   0   0
 21T   0   0   0   0   0   0   1   1
 22T   1   1   1   1   1   1   1   1
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   1   1
 25T   0   0   0   1   1   1   1   1
