Number of Tool Switches: 20 

Time elapsed: 0.080937 
Tool Sequence:
      7J  4J  6J  1J  2J  8J  5J  3J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   1   1   1   1   0   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   0   0   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   1   1   1   1
 11T   0   0   0   0   0   1   1   1
 12T   1   1   1   1   1   0   0   0
 13T   1   1   1   0   0   0   0   0
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   0   0   0   0   0   0   0   1
 19T   1   1   1   1   1   1   0   0
 20T   1   1   1   1   1   1   1   0
