Number of Tool Switches: 15 

Time elapsed: 0.032051 
Tool Sequence:
      4J  5J  3J  1J  7J  2J  8J  6J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   1   1   1
  7T   0   0   0   0   0   0   0   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   0   0   1   1
 10T   1   1   1   1   1   0   0   0
 11T   1   1   1   1   1   1   1   0
 12T   1   1   1   1   1   0   0   0
 13T   1   1   1   1   1   1   0   0
 14T   1   1   1   1   1   0   0   0
 15T   1   1   1   1   1   1   1   1
