Number of Tool Switches: 24 

Time elapsed: 0.075012 
Tool Sequence:
      6J  1J  7J  4J  5J  3J  8J  2J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   0   0   1
  3T   1   1   1   1   0   0   0   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   0   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   1   1   1   0
 12T   1   1   1   1   1   1   1   1
 13T   0   0   0   0   1   1   0   1
 14T   1   1   1   1   1   1   0   0
 15T   0   0   0   0   0   0   1   1
 16T   1   1   1   1   1   1   1   0
 17T   1   1   1   1   1   1   1   0
 18T   0   0   0   0   0   1   0   0
 19T   1   1   1   1   1   0   1   1
 20T   1   1   1   1   1   1   1   1
