Number of Tool Switches: 20 

Time elapsed: 0.042438 
Tool Sequence:
      8J  2J  6J  1J  3J  4J  5J  7J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   1   1   1   1
  8T   1   1   1   1   1   1   0   0
  9T   1   1   1   1   1   0   0   0
 10T   0   0   0   0   0   1   0   0
 11T   0   0   0   1   0   0   0   0
 12T   0   0   0   0   0   0   1   1
 13T   0   0   0   0   0   0   1   0
 14T   0   0   0   0   0   0   0   1
 15T   0   0   0   0   0   1   0   0
 16T   1   1   1   1   1   0   0   0
 17T   1   1   1   1   0   0   0   0
 18T   0   0   0   0   0   0   0   1
 19T   0   0   0   0   0   0   1   0
 20T   1   1   1   0   0   0   0   0
