"Instancia"	"N_FST"	"T_FST"	"N_FST"	"T_FST"	"Melhores Resultado"
"1"	"Instancias/C-4/s4n001.txt"	"206"	"0.000000"	"206"	"0.000000"	"0"
"2"	"Instancias/C-4/s4n001_1.txt"	"183"	"2.166918"	"183"	"2.166918"	"0"
"3"	"Instancias/C-4/s4n001_2.txt"	"154"	"2.940698"	"154"	"2.940698"	"0"
"4"	"Instancias/C-4/s4n001_3.txt"	"122"	"4.629389"	"122"	"4.629389"	"0"
"5"	"Instancias/C-4/s4n002.txt"	"223"	"4.504199"	"223"	"4.504199"	"0"
"6"	"Instancias/C-4/s4n002_1.txt"	"191"	"2.042719"	"191"	"2.042719"	"0"
"7"	"Instancias/C-4/s4n002_2.txt"	"160"	"2.889782"	"160"	"2.889782"	"0"
"8"	"Instancias/C-4/s4n002_3.txt"	"124"	"4.459017"	"124"	"4.459017"	"0"
"9"	"Instancias/C-4/s4n003.txt"	"203"	"4.604282"	"203"	"4.604282"	"0"
"10"	"Instancias/C-4/s4n003_1.txt"	"179"	"2.230975"	"179"	"2.230975"	"0"
"11"	"Instancias/C-4/s4n003_2.txt"	"149"	"2.515273"	"149"	"2.515273"	"0"
"12"	"Instancias/C-4/s4n003_3.txt"	"114"	"3.548708"	"114"	"3.548708"	"0"
"13"	"Instancias/C-4/s4n004.txt"	"212"	"5.195845"	"212"	"5.195845"	"0"
"14"	"Instancias/C-4/s4n004_1.txt"	"182"	"2.092615"	"182"	"2.092615"	"0"
"15"	"Instancias/C-4/s4n004_2.txt"	"160"	"3.101475"	"160"	"3.101475"	"0"
"16"	"Instancias/C-4/s4n004_3.txt"	"122"	"3.385192"	"122"	"3.385192"	"0"
"17"	"Instancias/C-4/s4n005.txt"	"208"	"4.087223"	"208"	"4.087223"	"0"
"18"	"Instancias/C-4/s4n005_1.txt"	"180"	"2.346460"	"180"	"2.346460"	"0"
"19"	"Instancias/C-4/s4n005_2.txt"	"156"	"2.831544"	"156"	"2.831544"	"0"
"20"	"Instancias/C-4/s4n005_3.txt"	"119"	"3.853263"	"119"	"3.853263"	"0"
"21"	"Instancias/C-4/s4n006.txt"	"212"	"6.194761"	"212"	"6.194761"	"0"
"22"	"Instancias/C-4/s4n006_1.txt"	"189"	"2.023931"	"189"	"2.023931"	"0"
"23"	"Instancias/C-4/s4n006_2.txt"	"157"	"2.664447"	"157"	"2.664447"	"0"
"24"	"Instancias/C-4/s4n006_3.txt"	"123"	"4.326431"	"123"	"4.326431"	"0"
"25"	"Instancias/C-4/s4n007.txt"	"215"	"7.529342"	"215"	"7.529342"	"0"
"26"	"Instancias/C-4/s4n007_1.txt"	"189"	"1.915641"	"189"	"1.915641"	"0"
"27"	"Instancias/C-4/s4n007_2.txt"	"156"	"2.413685"	"156"	"2.413685"	"0"
"28"	"Instancias/C-4/s4n007_3.txt"	"120"	"3.948335"	"120"	"3.948335"	"0"
"29"	"Instancias/C-4/s4n008.txt"	"231"	"4.257757"	"231"	"4.257757"	"0"
"30"	"Instancias/C-4/s4n008_1.txt"	"195"	"1.774635"	"195"	"1.774635"	"0"
"31"	"Instancias/C-4/s4n008_2.txt"	"163"	"2.619584"	"163"	"2.619584"	"0"
"32"	"Instancias/C-4/s4n008_3.txt"	"123"	"3.526013"	"123"	"3.526013"	"0"
"33"	"Instancias/C-4/s4n009.txt"	"190"	"5.552562"	"190"	"5.552562"	"0"
"34"	"Instancias/C-4/s4n009_1.txt"	"168"	"2.467464"	"168"	"2.467464"	"0"
"35"	"Instancias/C-4/s4n009_2.txt"	"144"	"3.593511"	"144"	"3.593511"	"0"
"36"	"Instancias/C-4/s4n009_3.txt"	"112"	"3.685281"	"112"	"3.685281"	"0"
"37"	"Instancias/C-4/s4n010.txt"	"185"	"8.820724"	"185"	"8.820724"	"0"
"38"	"Instancias/C-4/s4n010_1.txt"	"167"	"2.617065"	"167"	"2.617065"	"0"
"39"	"Instancias/C-4/s4n010_2.txt"	"141"	"2.802058"	"141"	"2.802058"	"0"
"40"	"Instancias/C-4/s4n010_3.txt"	"108"	"3.875895"	"108"	"3.875895"	"0"
