Number of Tool Switches: 30 

Time elapsed: 0.003093 
Tool Sequence:
      1J  8J  3J  5J  2J  7J  4J  6J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   0   0   0   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   1   1   1   1   0   0
  5T   1   1   1   1   1   0   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   0   0   0   0   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   0   0
 10T   1   0   0   1   1   1   1   0
 11T   0   1   1   1   1   1   1   1
 12T   1   1   1   0   0   1   1   0
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   0   0   0
 15T   1   1   1   0   0   0   0   1
 16T   0   1   1   1   0   0   1   1
 17T   0   0   1   1   1   1   1   1
 18T   1   1   0   1   1   1   1   1
 19T   0   0   0   0   1   0   1   1
 20T   1   1   1   1   1   1   0   1
