Number of Tool Switches: 25 

Time elapsed: 0.000064 
Tool Sequence:
      1J  2J  3J  5J  7J  4J  6J  8J  9J
  1T   1   1   1   0   0   0   0   0   0
  2T   0   0   0   0   1   1   1   1   1
  3T   1   1   1   1   1   0   0   0   0
  4T   1   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   0   1   1   1
  6T   1   1   1   1   1   0   0   0   0
  7T   1   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1   1
 11T   0   0   0   0   0   1   1   1   1
 12T   0   0   0   0   0   0   0   0   1
 13T   0   0   0   1   1   0   0   0   0
 14T   0   0   0   0   0   1   1   1   1
 15T   0   0   0   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1   1
 17T   1   1   1   0   0   0   0   0   0
 18T   0   0   0   1   0   0   0   0   0
 19T   1   1   1   0   0   0   0   0   0
 20T   1   1   1   1   1   1   1   1   1
 21T   0   0   0   0   0   1   1   1   1
 22T   1   1   1   1   1   1   0   0   0
 23T   0   0   0   0   0   0   0   1   0
 24T   1   1   1   1   1   1   1   0   0
 25T   1   1   1   1   1   1   1   1   1
