Number of Tool Switches: 38 

Time elapsed: 0.000115 
Tool Sequence:
      1J  3J  4J  7J  6J  2J  8J  5J
  1T   0   0   0   1   1   1   1   1
  2T   0   0   0   0   1   1   1   1
  3T   1   0   0   0   0   1   1   1
  4T   1   1   0   0   1   0   0   1
  5T   1   1   1   1   0   0   0   0
  6T   1   1   1   1   1   0   0   0
  7T   1   1   0   1   0   1   1   1
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   0
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   0   0   1
 12T   1   1   1   1   1   1   1   1
 13T   0   1   1   0   0   0   0   0
 14T   0   0   1   1   1   1   1   1
 15T   1   1   0   1   0   0   0   1
 16T   1   1   1   0   0   0   0   1
 17T   0   0   1   1   0   0   1   1
 18T   0   0   1   1   1   1   1   0
 19T   1   1   0   0   1   1   1   1
 20T   0   0   1   1   1   1   1   0
 21T   0   0   1   1   0   0   0   0
 22T   1   1   1   1   1   1   1   1
 23T   1   1   0   0   0   1   1   0
 24T   0   0   0   0   1   0   0   0
 25T   1   1   1   0   1   1   0   0
