Number of Tool Switches: 30 

Time elapsed: 0.000089 
Tool Sequence:
      4J  7J  6J  8J  2J  3J  5J  1J
  1T   0   0   0   0   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   0   0
  4T   0   0   0   0   0   0   1   1
  5T   0   0   0   0   0   0   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   0   0   0
  8T   1   1   1   1   1   0   0   1
  9T   0   0   0   0   1   1   1   0
 10T   1   1   1   1   1   1   1   0
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   0   0   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   1   0   0   1
 15T   1   1   1   1   0   0   0   0
 16T   1   1   1   0   0   0   0   0
 17T   1   1   1   1   1   1   0   1
 18T   0   0   0   0   0   1   1   0
 19T   0   0   0   1   0   0   0   0
 20T   1   1   1   1   1   1   1   1
 21T   0   0   0   0   0   1   1   0
 22T   0   0   0   0   0   1   0   1
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   0   0   1
 25T   0   0   0   0   0   0   1   1
