Number of Tool Switches: 33 

Time elapsed: 0.000067 
Tool Sequence:
      6J  5J  1J  7J  4J  2J  3J  8J
  1T   1   1   1   0   0   0   0   0
  2T   1   1   1   1   1   0   0   0
  3T   1   1   1   1   0   0   0   1
  4T   0   0   0   0   1   0   0   0
  5T   0   0   0   0   1   0   0   1
  6T   0   0   0   0   1   1   1   0
  7T   1   1   1   1   1   1   0   0
  8T   0   0   0   0   1   1   0   0
  9T   1   1   1   1   0   1   1   1
 10T   1   1   1   1   1   0   0   1
 11T   1   1   1   1   1   0   0   1
 12T   0   0   0   0   0   0   1   1
 13T   0   0   0   0   0   1   1   0
 14T   1   1   1   1   0   0   0   1
 15T   1   1   1   1   0   1   1   0
 16T   0   0   0   0   0   0   1   0
 17T   0   0   0   1   0   0   0   0
 18T   0   0   0   0   0   1   1   0
 19T   0   0   0   0   1   0   1   1
 20T   0   0   0   0   1   1   0   0
 21T   0   0   0   0   0   0   0   1
 22T   1   1   1   0   0   0   0   0
 23T   0   0   0   1   0   0   0   0
 24T   0   0   0   0   0   1   1   1
 25T   0   0   0   0   0   1   1   0
