Number of Tool Switches: 22 

Time elapsed: 0.000076 
Tool Sequence:
      3J  1J  8J  5J  6J  2J  4J  7J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   0   0   0   0
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   0   0   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   1   1   1   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   0   0   0   1
 13T   1   1   1   1   1   1   0   0
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   0   0   1   1   1
 16T   0   0   0   0   1   0   0   1
 17T   0   0   0   0   0   1   1   1
 18T   1   1   1   1   1   0   0   0
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   1   1   1   0
