Number of Tool Switches: 29 

Time elapsed: 0.000073 
Tool Sequence:
      7J  3J  6J  5J  8J  4J  1J  2J
  1T   1   1   1   1   0   0   0   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   0   0   0   0   1   0   0   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   0   0   0   0
 10T   1   1   1   1   0   0   0   1
 11T   0   0   0   0   1   1   1   1
 12T   1   1   1   1   0   0   0   0
 13T   1   1   1   1   1   1   1   0
 14T   0   0   0   0   0   1   1   1
 15T   1   1   1   0   0   0   0   0
 16T   0   0   0   0   1   1   1   0
 17T   1   1   1   1   1   1   0   0
 18T   0   0   0   1   0   0   0   1
 19T   0   0   0   1   1   1   1   0
 20T   1   1   1   0   0   0   0   0
 21T   0   0   0   0   1   1   1   0
 22T   1   1   1   1   1   1   1   1
 23T   1   1   1   1   1   1   1   0
 24T   1   1   1   1   1   1   1   1
 25T   0   0   0   0   0   0   1   1
