Number of Tool Switches: 22 

Time elapsed: 0.000074 
Tool Sequence:
      4J  7J  1J  6J  3J  2J  5J  8J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   0   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   0   0   0   1
 14T   1   1   1   1   1   1   0   0
 15T   1   1   1   1   1   1   1   0
 16T   1   1   1   1   1   0   0   0
 17T   0   0   0   0   0   0   0   1
 18T   0   0   0   0   0   1   0   0
 19T   1   1   1   1   1   1   1   1
 20T   1   1   1   1   0   0   1   0
