Number of Tool Switches: 18 

Time elapsed: 0.000065 
Tool Sequence:
      4J  3J  1J  8J  5J  2J  6J  7J
  1T   0   0   0   0   1   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   0   0
  6T   1   1   1   1   1   1   1   0
  7T   0   0   1   0   0   0   0   0
  8T   1   1   0   0   0   0   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   0   0   0   0   0   0   1   0
 12T   1   1   1   1   0   0   0   1
 13T   1   1   1   1   1   1   1   1
 14T   0   0   1   1   1   1   0   0
 15T   1   1   0   0   0   0   0   1
