Number of Tool Switches: 33 

Time elapsed: 0.000071 
Tool Sequence:
      6J  1J  3J  7J  5J  2J  8J  4J
  1T   0   0   0   0   0   0   1   1
  2T   0   0   0   0   1   1   1   0
  3T   1   1   1   0   0   0   0   0
  4T   0   0   1   1   1   1   1   0
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   0   0   0   0   1
  7T   0   0   1   0   0   1   1   0
  8T   1   1   0   0   1   1   0   0
  9T   0   0   1   1   1   1   0   0
 10T   0   0   0   1   1   1   0   0
 11T   0   0   0   0   1   1   1   0
 12T   0   0   1   0   0   0   0   1
 13T   0   0   0   0   0   0   1   1
 14T   0   0   1   1   0   0   0   1
 15T   1   1   0   0   0   0   0   0
 16T   0   0   0   0   0   0   1   1
 17T   1   1   0   0   0   0   0   0
 18T   1   1   1   1   0   0   0   0
 19T   1   1   0   0   1   1   0   0
 20T   0   0   0   1   1   0   0   0
 21T   1   1   0   1   0   0   0   0
 22T   1   1   1   1   0   0   1   0
 23T   0   0   0   1   1   1   1   1
 24T   0   0   0   0   0   0   0   1
 25T   0   0   0   0   0   0   0   1
