Number of Tool Switches: 22 

Time elapsed: 0.000049 
Tool Sequence:
      8J  5J  7J  1J  3J  2J  6J  4J
  1T   0   0   0   1   1   1   1   0
  2T   1   1   1   1   1   1   1   0
  3T   0   0   0   0   0   1   0   0
  4T   0   0   0   0   0   0   0   1
  5T   0   0   0   0   0   0   0   1
  6T   0   0   0   0   0   1   1   0
  7T   1   1   0   0   0   0   0   0
  8T   0   0   0   0   0   0   1   0
  9T   1   1   0   0   0   0   0   1
 10T   0   0   0   1   1   0   0   0
 11T   0   0   0   0   0   1   0   0
 12T   0   0   0   0   0   0   1   1
 13T   1   0   0   0   0   0   0   0
 14T   0   0   1   0   0   0   0   1
 15T   0   0   0   0   1   0   0   0
 16T   0   1   1   1   1   0   0   0
 17T   0   0   1   0   0   0   0   0
 18T   0   0   1   0   0   0   0   0
 19T   1   1   0   0   0   0   0   0
 20T   0   0   0   1   0   0   0   0
