Number of Tool Switches: 32 

Time elapsed: 0.000068 
Tool Sequence:
      8J  7J  6J  2J  3J  4J  5J  1J
  1T   1   1   0   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   1   1   1   0
  4T   0   0   0   0   0   0   0   1
  5T   1   1   0   0   0   0   0   1
  6T   0   0   0   0   0   0   0   1
  7T   1   1   1   1   0   0   0   0
  8T   1   1   1   1   0   0   0   1
  9T   1   1   0   1   0   0   0   0
 10T   1   1   0   0   1   0   0   0
 11T   0   0   1   0   0   0   0   0
 12T   1   1   1   1   1   1   1   1
 13T   0   0   0   1   0   0   0   0
 14T   1   0   0   0   0   1   1   0
 15T   0   0   1   0   0   0   0   0
 16T   1   1   1   1   1   0   0   0
 17T   0   1   0   0   0   1   1   1
 18T   0   0   1   1   1   1   1   0
 19T   0   0   0   0   1   0   0   0
 20T   0   0   0   0   0   1   1   0
 21T   0   0   1   0   0   0   0   0
 22T   0   0   0   0   1   1   1   0
 23T   0   0   0   0   0   0   0   1
 24T   0   0   0   0   0   0   1   1
 25T   0   0   1   1   1   1   0   0
