Number of Tool Switches: 15 

Time elapsed: 0.000054 
Tool Sequence:
      3J  2J  5J  8J  4J  7J  6J  1J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   0   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   0   0   0   0   0   0   1   0
 10T   0   0   0   0   0   0   0   1
 11T   0   0   0   0   0   0   0   1
 12T   0   0   0   0   0   0   1   0
 13T   1   1   1   1   1   1   0   0
 14T   1   1   1   1   1   1   0   0
 15T   1   1   1   1   1   1   0   0
