Number of Tool Switches: 30 

Time elapsed: 0.000075 
Tool Sequence:
      8J  3J  4J  5J  2J  7J  6J  1J
  1T   0   0   0   0   1   1   0   0
  2T   0   0   0   0   0   1   1   1
  3T   0   0   0   0   0   0   1   1
  4T   0   0   0   0   1   1   1   1
  5T   1   1   1   1   0   0   0   1
  6T   0   0   0   0   0   1   0   0
  7T   1   1   1   0   0   0   0   0
  8T   1   1   1   1   1   0   0   0
  9T   0   0   0   0   0   0   0   1
 10T   1   1   1   0   0   0   0   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   0   0
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   1   1   1   1   1
 18T   0   0   0   1   1   1   0   1
 19T   1   1   1   0   0   0   0   0
 20T   1   1   1   1   1   1   1   0
 21T   1   1   1   1   1   1   1   0
 22T   0   0   0   0   0   0   1   1
 23T   0   0   0   1   1   0   1   1
 24T   1   1   1   1   1   1   1   0
 25T   1   1   1   1   0   0   1   0
