Number of Tool Switches: 24 

Time elapsed: 0.000070 
Tool Sequence:
      4J  8J  6J  7J  5J  2J  1J  3J
  1T   0   0   0   1   1   1   1   1
  2T   0   0   1   1   1   0   0   0
  3T   1   1   0   0   0   0   0   1
  4T   0   0   0   0   0   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   1   0   0   0   0   0
  7T   1   1   0   0   0   0   0   0
  8T   1   1   0   0   0   0   0   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   1   1   1   0   0
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   0   0   0   0   0
 13T   0   1   1   1   1   1   1   1
 14T   1   0   0   0   0   0   1   0
 15T   0   0   1   0   0   0   0   0
 16T   1   1   1   1   1   1   1   1
 17T   0   0   0   1   1   1   1   1
 18T   0   0   1   1   1   0   0   0
 19T   0   1   0   0   0   0   0   0
 20T   1   0   0   0   0   1   1   0
