Number of Tool Switches: 31 

Time elapsed: 0.000086 
Tool Sequence:
      4J  5J  2J  7J  1J  8J  3J  6J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   1   1   0   0
  3T   0   0   0   0   0   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   0   0   1   1
  6T   0   0   0   0   1   1   1   1
  7T   1   1   1   1   0   0   1   1
  8T   1   1   1   1   1   1   0   0
  9T   0   0   0   1   1   1   1   1
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   1   0   0   0
 12T   1   1   1   0   0   0   0   1
 13T   0   0   0   0   0   0   0   1
 14T   1   1   1   0   0   0   1   1
 15T   1   1   1   1   1   1   0   0
 16T   0   0   0   0   1   0   0   0
 17T   0   0   0   1   1   1   1   0
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   0   0   0   0   0
 20T   1   1   1   1   1   1   1   1
 21T   1   1   1   1   1   1   0   1
 22T   0   0   0   0   0   0   1   1
 23T   0   0   0   1   1   1   1   0
 24T   1   1   1   1   0   1   1   0
 25T   1   1   1   1   1   0   0   0
