Number of Tool Switches: 25 

Time elapsed: 0.000052 
Tool Sequence:
      1J  6J  4J  8J  3J  7J  2J  5J
  1T   0   0   0   1   1   0   0   0
  2T   1   1   1   0   0   0   0   0
  3T   0   0   0   0   0   1   1   0
  4T   0   0   0   0   0   1   1   0
  5T   0   0   0   0   1   0   0   0
  6T   0   0   0   1   1   0   0   0
  7T   0   0   0   0   0   0   1   0
  8T   0   0   0   0   1   0   0   0
  9T   1   1   0   0   0   0   0   1
 10T   0   0   1   1   0   0   0   0
 11T   1   0   0   0   0   0   0   0
 12T   0   1   0   0   0   0   1   0
 13T   0   0   0   0   0   1   1   1
 14T   0   0   1   0   0   0   0   1
 15T   0   0   0   0   0   0   0   1
 16T   0   1   0   1   0   0   0   0
 17T   1   0   1   1   1   1   0   0
 18T   0   0   0   0   0   1   0   0
 19T   0   0   0   0   0   0   0   1
 20T   1   1   1   0   0   0   0   0
