Number of Tool Switches: 33 

Time elapsed: 0.000069 
Tool Sequence:
      8J  2J  6J  5J  4J  7J  3J  1J
  1T   0   0   0   1   1   1   1   1
  2T   1   1   0   0   1   1   1   1
  3T   0   0   1   0   0   0   0   1
  4T   1   1   0   1   1   1   1   0
  5T   1   1   1   0   0   0   0   0
  6T   0   0   0   0   0   1   1   0
  7T   0   0   0   1   1   1   0   0
  8T   1   1   0   0   0   0   0   1
  9T   0   0   0   1   1   1   1   1
 10T   1   1   0   0   0   0   0   0
 11T   0   0   1   1   1   0   0   0
 12T   1   1   1   0   0   0   0   0
 13T   0   0   0   0   0   0   1   1
 14T   0   0   0   1   1   1   1   0
 15T   1   1   0   0   0   0   1   1
 16T   0   0   0   1   1   1   1   0
 17T   0   0   1   0   0   1   0   0
 18T   0   0   0   0   0   0   0   1
 19T   0   0   1   0   0   1   0   0
 20T   1   1   1   0   0   0   0   0
 21T   0   0   0   1   1   0   0   0
 22T   0   0   1   1   1   0   0   0
 23T   1   1   1   1   0   0   0   0
 24T   1   1   1   0   0   0   1   1
 25T   0   0   0   0   0   0   0   1
