Number of Tool Switches: 31 

Time elapsed: 0.000069 
Tool Sequence:
      4J  7J  8J  2J  6J  3J  1J  5J
  1T   0   0   0   1   1   1   1   0
  2T   0   0   0   0   0   0   0   1
  3T   0   0   1   1   1   1   1   1
  4T   0   0   1   1   1   0   0   0
  5T   0   0   0   0   0   1   0   0
  6T   1   1   0   0   0   0   0   1
  7T   1   1   0   0   0   0   0   0
  8T   0   0   0   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   0   0   0   0   1   1
 11T   0   0   0   0   0   1   1   0
 12T   0   1   0   0   1   0   0   0
 13T   0   1   1   1   1   1   0   0
 14T   0   0   0   1   1   1   1   1
 15T   0   0   0   0   0   0   0   1
 16T   1   1   1   1   0   0   0   0
 17T   1   0   0   0   0   0   0   0
 18T   0   0   1   1   1   0   0   0
 19T   1   1   1   0   0   0   0   1
 20T   1   1   1   0   0   0   0   0
 21T   0   0   1   1   1   1   1   0
 22T   1   1   0   0   0   0   1   1
 23T   0   0   1   0   0   0   1   0
 24T   0   0   0   0   0   1   0   0
 25T   1   0   0   0   0   0   0   0
