Number of Tool Switches: 25 

Time elapsed: 0.000055 
Tool Sequence:
      1J  8J  6J  7J  5J  4J  3J  2J
  1T   0   0   0   0   0   0   0   1
  2T   0   0   0   0   0   1   1   1
  3T   0   0   0   0   0   0   1   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   0   0   0   0   0   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   0   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   0
 16T   1   1   1   1   1   1   0   0
 17T   0   0   0   0   0   0   0   1
 18T   0   0   0   0   0   0   1   0
 19T   1   1   1   1   1   1   0   0
 20T   0   0   0   0   0   0   1   1
 21T   1   1   1   1   1   1   0   0
 22T   1   1   1   1   0   0   0   0
 23T   0   0   0   0   1   1   0   0
 24T   1   1   1   1   0   0   0   0
 25T   0   0   0   0   1   0   0   0
