Number of Tool Switches: 23 

Time elapsed: 0.000082 
Tool Sequence:
      5J  8J  6J  4J  1J  7J  2J  3J
  1T   1   1   1   1   0   0   0   1
  2T   0   0   0   1   1   1   0   0
  3T   1   1   1   1   0   0   0   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   0   0   1
  7T   0   0   0   0   1   1   1   0
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   0   0   0   0   0
 10T   1   1   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   1   1   1   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   0   0   0   1   1
 16T   1   1   1   1   1   1   1   0
 17T   1   1   1   1   1   1   1   1
 18T   0   0   0   0   0   1   1   1
 19T   0   0   0   0   1   1   1   0
 20T   1   1   1   1   1   1   1   1
