Number of Tool Switches: 16 

Time elapsed: 0.000052 
Tool Sequence:
      3J  7J  8J  4J  6J  2J  5J  1J
  1T   0   0   0   0   0   1   1   1
  2T   1   1   1   1   1   0   0   0
  3T   0   0   0   0   0   0   0   1
  4T   1   1   1   1   1   0   1   0
  5T   0   0   0   0   0   1   1   0
  6T   0   0   0   0   0   1   0   0
  7T   1   1   1   0   0   0   0   0
  8T   0   0   0   0   0   0   0   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   1   1   0   0
 11T   0   0   1   0   0   0   0   0
 12T   0   0   0   1   0   0   0   0
 13T   0   0   0   0   0   0   1   1
 14T   1   1   0   0   0   0   0   0
 15T   0   0   0   1   1   0   0   0
