Number of Tool Switches: 26 

Time elapsed: 0.000067 
Tool Sequence:
      2J  7J  8J  3J  1J  5J  4J  6J
  1T   0   0   0   0   0   0   1   1
  2T   0   0   0   0   1   1   0   0
  3T   0   0   0   0   0   0   1   1
  4T   0   0   0   0   0   0   0   1
  5T   0   0   1   1   1   1   1   1
  6T   0   0   0   0   0   0   0   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   0   0   0   0   0
  9T   0   0   0   0   0   0   1   0
 10T   0   0   1   1   1   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   0   0   0   1   0   0   0   0
 13T   1   1   0   0   0   0   0   0
 14T   1   1   0   0   0   0   0   0
 15T   0   0   0   0   1   1   1   0
 16T   0   0   0   1   1   1   1   1
 17T   0   0   1   1   0   0   0   0
 18T   1   1   1   1   0   0   0   0
 19T   1   1   0   0   1   1   0   0
 20T   1   1   1   0   0   0   0   0
 21T   0   0   0   0   0   0   0   1
 22T   1   0   0   0   0   0   0   0
 23T   0   0   1   1   1   1   0   0
 24T   1   1   1   1   1   1   1   0
 25T   0   1   0   0   0   0   0   0
