Number of Tool Switches: 25 

Time elapsed: 0.000054 
Tool Sequence:
      5J  1J  3J  7J  6J  2J  8J  4J
  1T   0   0   0   0   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   0   0   0   0   0   0   0   1
  4T   0   0   0   0   0   0   0   1
  5T   1   1   1   1   1   1   1   1
  6T   0   0   0   0   0   1   1   1
  7T   0   0   0   0   1   1   1   1
  8T   1   1   1   1   1   1   1   0
  9T   1   1   1   1   1   1   0   0
 10T   0   0   0   0   0   0   0   1
 11T   0   0   0   0   0   0   1   0
 12T   1   1   1   1   1   1   0   0
 13T   0   0   0   0   0   1   1   0
 14T   1   1   1   1   1   1   0   0
 15T   0   0   0   0   1   0   0   0
 16T   1   1   1   1   0   0   0   0
 17T   0   0   0   0   0   0   0   1
 18T   0   0   0   0   1   0   0   0
 19T   1   1   1   1   0   0   0   0
 20T   0   0   0   0   0   0   1   0
 21T   0   0   0   0   0   0   1   0
 22T   0   0   0   0   0   0   0   1
 23T   0   0   0   1   0   0   0   0
 24T   1   1   1   1   0   0   0   0
 25T   1   1   1   0   0   0   0   0
