Number of Tool Switches: 28 

Time elapsed: 0.000062 
Tool Sequence:
      2J  5J  8J  7J  4J  1J  3J  6J
  1T   1   1   1   1   1   1   1   0
  2T   0   0   0   0   0   1   0   0
  3T   0   0   0   0   0   1   1   1
  4T   0   0   0   0   0   0   0   1
  5T   1   1   1   1   0   0   0   0
  6T   1   1   1   1   1   1   1   1
  7T   0   0   0   0   1   1   1   1
  8T   1   1   1   0   0   0   0   0
  9T   0   0   0   0   0   1   1   1
 10T   1   1   1   1   1   1   1   0
 11T   0   0   0   0   0   0   1   0
 12T   0   0   0   0   0   0   1   0
 13T   1   1   1   0   0   0   0   0
 14T   1   1   1   1   1   0   0   0
 15T   1   1   1   1   0   0   0   0
 16T   0   0   0   0   1   1   0   1
 17T   0   0   0   0   0   0   1   1
 18T   1   1   1   1   1   1   0   1
 19T   0   0   0   1   0   0   0   0
 20T   0   0   0   1   0   0   0   0
 21T   1   1   1   0   0   0   0   0
 22T   0   0   0   1   1   0   0   1
 23T   0   0   0   0   1   0   0   0
 24T   0   0   0   0   0   0   1   1
 25T   0   0   0   0   1   1   0   0
