Number of Tool Switches: 37 

Time elapsed: 0.000086 
Tool Sequence:
      6J  8J  5J  3J  2J  4J  7J  1J
  1T   0   0   0   0   0   0   1   1
  2T   1   0   0   0   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   0   0   0   0   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   0   0   0   0   0   1
  7T   1   1   1   0   0   1   1   1
  8T   1   0   0   1   0   0   0   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   0   0   0   1
 11T   0   0   1   0   1   0   0   0
 12T   0   0   0   1   1   0   0   0
 13T   0   0   0   1   1   1   1   0
 14T   1   1   1   1   1   1   1   0
 15T   1   1   0   0   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   0   0   1   0   0   0   0   1
 18T   1   1   1   1   1   1   0   0
 19T   0   0   1   1   0   0   0   0
 20T   1   1   1   1   0   0   0   0
 21T   0   0   1   0   1   1   1   1
 22T   0   1   1   1   1   1   1   0
 23T   1   1   0   0   0   1   0   0
 24T   0   1   1   1   1   1   1   1
 25T   0   0   0   1   1   1   1   0
