Number of Tool Switches: 27 

Time elapsed: 0.000086 
Tool Sequence:
      4J  3J  5J  1J  8J  6J  2J  7J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   0   1   1
  3T   0   0   1   1   1   1   1   1
  4T   1   1   1   1   0   0   0   0
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   0   0   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   0   0
 10T   0   0   1   1   1   0   0   1
 11T   1   1   1   1   1   1   1   0
 12T   1   1   0   0   0   1   1   1
 13T   1   1   0   0   0   0   0   1
 14T   1   1   1   0   1   1   0   0
 15T   1   1   0   0   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   0
 18T   0   0   0   0   0   1   1   1
 19T   0   0   0   1   1   1   1   1
 20T   1   1   1   1   0   0   1   1
