Number of Tool Switches: 25 

Time elapsed: 0.000077 
Tool Sequence:
      4J  5J  3J  8J  6J  1J  2J  7J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   1   1   1   1   1
  3T   1   1   1   1   1   1   0   1
  4T   0   0   0   0   1   1   1   1
  5T   1   1   1   1   1   1   0   0
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   0
 11T   1   1   1   1   0   0   1   1
 12T   1   1   1   1   0   0   1   1
 13T   1   1   1   1   1   1   1   1
 14T   0   0   0   0   0   1   0   0
 15T   1   1   1   1   1   1   1   0
 16T   0   0   0   0   1   1   1   1
 17T   1   1   1   1   0   0   0   0
 18T   1   1   1   1   1   0   0   1
 19T   0   0   0   0   1   1   1   1
 20T   1   1   1   0   0   0   1   1
