Number of Tool Switches: 28 

Time elapsed: 0.000094 
Tool Sequence:
      3J  1J  5J  2J  4J  6J  8J  7J
  1T   0   0   0   0   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   0   0   0   0   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   1   1   1
 11T   0   0   1   1   1   1   1   1
 12T   1   1   1   1   1   1   1   1
 13T   0   0   0   0   1   1   1   1
 14T   1   1   1   1   1   1   1   0
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   0   0   0   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   0
 19T   0   0   0   0   0   0   1   1
 20T   0   0   0   1   1   1   1   1
 21T   1   1   0   0   0   0   0   1
 22T   1   1   1   1   0   0   0   0
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   1   0   0
 25T   1   1   1   1   1   1   1   0
