Number of Tool Switches: 24 

Time elapsed: 0.000092 
Tool Sequence:
      4J  6J  8J  2J  7J  5J  3J  1J
  1T   0   0   0   0   0   0   0   1
  2T   1   1   1   1   1   1   1   0
  3T   0   0   0   0   1   1   1   1
  4T   1   1   1   1   0   0   0   0
  5T   1   1   1   1   1   0   0   0
  6T   0   0   0   0   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   0   0   1   1
  9T   1   1   1   1   0   0   1   0
 10T   0   0   0   0   0   0   1   1
 11T   0   0   0   0   1   1   1   0
 12T   0   0   0   0   0   1   1   1
 13T   0   0   0   0   1   1   0   0
 14T   1   1   1   1   1   1   1   1
 15T   0   0   0   1   1   1   0   1
 16T   0   0   0   0   0   1   0   1
 17T   0   0   0   0   1   0   0   0
 18T   1   1   1   1   0   0   0   0
 19T   1   1   1   0   0   0   0   0
 20T   1   1   1   1   0   0   0   0
