Number of Tool Switches: 21 

Time elapsed: 0.000065 
Tool Sequence:
      5J  3J  2J  7J  1J  6J  8J  4J
  1T   1   1   1   0   0   0   0   0
  2T   1   1   1   1   0   0   1   1
  3T   1   1   1   1   1   1   1   0
  4T   0   0   0   0   0   0   0   1
  5T   0   0   0   1   1   1   1   1
  6T   1   1   1   1   1   1   0   0
  7T   1   1   1   0   0   0   0   0
  8T   1   1   1   0   0   0   0   0
  9T   0   0   0   1   1   1   0   0
 10T   0   0   0   0   0   0   1   1
 11T   0   0   0   1   1   1   1   0
 12T   0   0   0   0   1   1   1   1
 13T   0   0   0   0   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   0
 16T   0   0   0   0   0   0   1   1
 17T   0   0   0   0   0   0   0   1
 18T   0   0   0   0   0   0   0   1
 19T   1   1   1   1   1   1   0   0
 20T   1   1   1   1   0   0   0   0
