Number of Tool Switches: 27 

Time elapsed: 0.000098 
Tool Sequence:
      1J  8J  7J  6J  5J  3J  2J  4J
  1T   0   0   0   0   0   0   0   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   0   0   0   0   0
  5T   0   0   0   0   1   1   1   1
  6T   0   0   0   1   1   0   0   0
  7T   1   1   1   1   1   1   1   1
  8T   0   0   0   0   0   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   1   1   1   1   1   0   0   0
 11T   1   1   1   0   0   0   0   0
 12T   1   1   1   1   0   0   0   1
 13T   0   0   0   0   1   1   1   1
 14T   1   1   1   1   1   0   0   0
 15T   1   1   1   1   1   0   0   0
 16T   0   0   0   0   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   0   0   0   1
 19T   0   0   0   0   0   1   1   1
 20T   0   0   0   0   0   1   1   0
 21T   1   1   1   1   1   1   1   0
 22T   0   0   0   1   1   1   1   1
 23T   1   1   1   1   0   0   0   0
 24T   0   0   0   0   0   1   1   0
 25T   1   1   1   1   1   1   1   1
