Number of Tool Switches: 25 

Time elapsed: 0.000063 
Tool Sequence:
      4J  8J  5J  7J  3J  2J  6J  1J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   1   1   1
  4T   0   0   0   0   0   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   0
 10T   1   1   1   1   1   0   0   0
 11T   0   0   0   0   0   0   1   1
 12T   0   0   0   1   1   1   1   0
 13T   1   1   1   1   1   1   1   0
 14T   0   0   0   1   1   1   1   1
 15T   0   0   0   0   0   0   0   1
 16T   0   0   0   0   0   0   0   1
 17T   1   1   1   1   0   0   0   0
 18T   1   1   1   1   1   1   1   1
 19T   0   0   0   0   0   1   0   0
 20T   1   1   1   0   0   0   0   0
 21T   1   1   1   1   1   1   0   0
 22T   0   0   0   0   0   0   1   1
 23T   0   0   0   0   0   0   0   1
 24T   0   0   0   0   1   0   0   0
 25T   1   1   1   0   0   0   0   0
