Number of Tool Switches: 26 

Time elapsed: 0.000079 
Tool Sequence:
      5J  7J  1J  6J  4J  8J  2J  3J
  1T   1   1   1   1   1   1   1   1
  2T   1   1   1   1   1   1   1   1
  3T   1   1   1   1   1   0   1   0
  4T   1   1   1   1   1   0   1   1
  5T   0   0   0   0   0   1   1   0
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   1   1   0   1
 12T   0   0   0   0   1   1   1   1
 13T   1   1   1   1   0   0   1   1
 14T   1   1   1   1   1   0   0   1
 15T   0   0   0   0   0   1   1   0
 16T   1   1   1   1   1   1   0   1
 17T   1   1   1   1   1   1   0   0
 18T   0   0   0   0   0   0   0   1
 19T   1   1   1   1   1   1   1   0
 20T   1   1   1   1   1   1   1   1
