Number of Tool Switches: 31 

Time elapsed: 0.000076 
Tool Sequence:
      1J  7J  4J  8J  3J  2J  5J  6J
  1T   1   1   1   1   0   0   1   0
  2T   1   1   1   1   0   0   0   0
  3T   0   0   0   1   1   1   0   0
  4T   0   0   0   0   1   1   0   0
  5T   0   0   0   0   0   0   1   1
  6T   0   0   0   0   0   0   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   0   0   0   0   0   0
  9T   1   1   1   1   1   0   1   0
 10T   0   0   0   1   0   1   1   1
 11T   0   0   0   1   1   1   0   1
 12T   1   1   0   0   1   1   1   0
 13T   1   1   1   1   1   1   1   0
 14T   1   1   1   1   1   0   0   1
 15T   1   1   1   0   0   0   1   1
 16T   1   1   1   0   0   1   0   1
 17T   0   0   0   0   0   1   0   0
 18T   0   0   0   0   1   0   0   0
 19T   0   0   1   0   0   1   1   1
 20T   0   0   1   1   1   0   0   1
