Number of Tool Switches: 30 

Time elapsed: 0.000076 
Tool Sequence:
      6J  5J  2J  1J  3J  7J  8J  4J
  1T   0   0   1   1   1   1   1   0
  2T   0   0   1   1   1   0   0   0
  3T   1   1   1   1   1   1   0   0
  4T   0   0   0   0   1   1   1   1
  5T   1   1   1   0   0   0   1   1
  6T   1   1   1   1   1   0   0   0
  7T   0   0   0   0   1   1   1   1
  8T   0   0   0   0   1   1   0   1
  9T   1   1   0   0   0   0   0   0
 10T   1   1   0   0   0   0   0   0
 11T   0   0   0   1   1   0   0   0
 12T   1   1   1   0   0   0   0   1
 13T   1   0   0   1   0   1   1   1
 14T   0   0   0   0   0   1   1   1
 15T   1   1   0   0   0   0   1   0
 16T   0   0   1   1   0   1   1   0
 17T   1   1   1   0   0   0   0   1
 18T   1   1   1   1   1   1   1   1
 19T   0   0   0   1   1   1   0   1
 20T   0   1   1   1   0   0   1   0
