Number of Tool Switches: 15 

Time elapsed: 0.000777 
Tool Sequence:
      1J  2J  4J  5J  6J  8J  3J  7J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   0   0   0   0   1
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   1   1   1   0   0
  8T   1   1   1   1   1   1   1   1
  9T   1   1   1   1   1   1   0   0
 10T   0   0   0   0   0   0   1   1
 11T   1   1   1   1   1   1   1   0
 12T   0   0   0   0   0   0   1   1
 13T   0   0   0   0   0   0   1   0
 14T   0   0   0   0   0   0   0   1
 15T   1   1   1   1   1   1   0   0
