Number of Tool Switches: 28 

Time elapsed: 0.199019 
Tool Sequence:
      7J  3J  2J  8J  5J  1J  4J  6J
  1T   1   1   1   1   1   1   1   1
  2T   0   1   1   1   0   0   0   0
  3T   1   1   1   1   0   0   0   1
  4T   1   1   1   1   1   1   1   1
  5T   0   0   1   1   1   1   1   1
  6T   1   1   1   1   1   1   1   1
  7T   1   1   1   0   0   0   0   0
  8T   0   0   0   0   1   1   1   1
  9T   1   1   1   1   1   1   1   1
 10T   0   0   0   0   0   1   1   1
 11T   1   1   1   1   1   1   1   1
 12T   1   0   0   0   1   1   1   1
 13T   0   0   0   1   1   1   1   1
 14T   1   1   1   1   1   1   1   1
 15T   1   1   1   1   1   1   1   1
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   1   1   1   1
 18T   1   1   1   1   1   1   1   1
 19T   1   1   1   1   1   1   1   1
 20T   1   1   0   0   0   0   1   1
 21T   1   1   1   1   1   1   1   1
 22T   1   1   1   1   1   1   0   0
 23T   1   1   1   1   1   0   0   0
 24T   1   1   1   1   1   1   1   0
 25T   1   1   1   1   1   1   1   1
