Number of Tool Switches: 25 

Time elapsed: 0.009580 
Tool Sequence:
      7J  5J  2J  8J  6J  4J  1J  3J
  1T   1   1   1   1   1   1   1   1
  2T   0   0   0   1   0   0   0   0
  3T   1   1   1   1   1   1   1   1
  4T   1   1   1   1   1   1   1   1
  5T   1   1   1   1   0   0   0   0
  6T   0   0   0   0   0   0   1   1
  7T   1   1   1   1   1   1   1   1
  8T   1   1   1   0   0   0   0   0
  9T   1   1   1   1   1   1   0   0
 10T   0   0   0   0   1   1   1   1
 11T   0   0   0   0   0   1   1   1
 12T   0   0   0   0   0   0   1   1
 13T   0   0   0   0   1   1   0   0
 14T   0   0   0   0   1   1   0   0
 15T   0   0   1   1   0   0   0   0
 16T   1   1   1   1   1   1   1   1
 17T   1   1   1   1   0   0   0   0
 18T   1   1   1   1   1   1   1   1
 19T   0   0   0   0   0   0   1   1
 20T   1   1   1   1   1   1   1   1
 21T   0   0   0   0   1   1   1   1
 22T   1   1   1   1   1   1   1   1
 23T   1   1   1   1   1   1   1   1
 24T   1   1   1   1   1   0   0   0
 25T   1   1   0   0   0   0   0   0
